ID,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,SalePrice
69,RM,47,4608,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,TA,TA,No,747,GasA,TA,Y,SBrkr,1,0,2,1,TA,4,Attchd,1945,Unf,1,220,TA,TA,Y,NA,NA,6,2010,WD,Normal,80000
70,RL,81,15593,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,Gd,TA,CBlock,TA,TA,No,1304,GasW,TA,Y,SBrkr,2,0,3,1,TA,7,Attchd,1953,Fin,2,667,TA,TA,Y,NA,NA,7,2006,WD,Normal,225000
71,RL,95,13651,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1973,1973,Gable,CompShg,Plywood,Plywood,TA,Gd,CBlock,Gd,TA,Gd,2223,GasA,Ex,Y,SBrkr,2,0,3,1,TA,8,Attchd,1973,Fin,2,516,TA,TA,Y,NA,NA,2,2007,WD,Normal,244000
72,RL,69,7599,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,6,1982,2006,Gable,CompShg,HdBoard,Plywood,TA,TA,CBlock,TA,TA,No,845,GasA,TA,Y,SBrkr,1,0,2,1,TA,4,Detchd,1987,Unf,2,360,TA,TA,Y,NA,NA,6,2007,WD,Normal,129500
73,RL,74,10141,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,No,832,GasA,Gd,Y,SBrkr,2,1,3,1,TA,7,Attchd,1998,Fin,2,427,TA,TA,Y,NA,NA,12,2009,WD,Normal,185000
74,RL,85,10200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,No,1086,GasA,Gd,Y,SBrkr,1,0,3,1,TA,6,Attchd,1989,Unf,2,490,TA,TA,Y,GdWo,NA,5,2010,WD,Normal,144900
75,RM,60,5790,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,Gd,Gd,CBlock,Fa,TA,No,840,GasA,Gd,N,SBrkr,2,0,3,2,TA,8,Detchd,1915,Unf,1,379,TA,TA,Y,NA,NA,5,2010,WD,Normal,107400
76,RM,21,1596,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,TA,TA,CBlock,Gd,TA,Gd,462,GasA,TA,Y,SBrkr,1,0,2,1,TA,5,BuiltIn,1973,Unf,1,297,TA,TA,Y,GdWo,NA,11,2009,WD,Normal,91000
77,RL,NA,8475,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,TA,TA,No,952,GasA,Ex,Y,FuseA,1,0,2,1,TA,4,Detchd,1956,Unf,1,283,TA,TA,Y,NA,NA,4,2008,WD,Normal,135750
78,RM,50,8635,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,No,672,GasA,TA,Y,SBrkr,1,0,2,1,TA,6,Detchd,1948,Unf,1,240,TA,TA,Y,MnPrv,NA,1,2008,WD,Normal,127000
79,RL,72,10778,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,No,1768,GasA,TA,N,SBrkr,2,0,4,2,TA,8,NA,NA,NA,0,0,NA,NA,Y,NA,NA,4,2010,WD,Normal,136500
80,RM,60,10440,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,PConc,TA,TA,No,440,GasA,Gd,Y,SBrkr,1,1,2,1,TA,5,Detchd,1966,Unf,2,440,TA,TA,Y,MnPrv,NA,5,2009,WD,Normal,110000
81,RL,100,13000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,TA,Gd,CBlock,Gd,TA,No,896,GasA,TA,Y,SBrkr,2,1,4,1,Gd,8,Attchd,1968,Fin,1,509,TA,TA,Y,NA,NA,6,2009,WD,Normal,193500
82,RM,32,4500,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,TA,Gd,PConc,Ex,Gd,No,1237,GasA,Ex,Y,SBrkr,2,0,2,1,TA,5,Attchd,1998,Fin,2,405,TA,TA,Y,NA,NA,3,2006,WD,Normal,153500
83,RL,78,10206,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,No,1563,GasA,Ex,Y,SBrkr,2,0,3,1,Gd,6,Attchd,2007,RFn,3,758,TA,TA,Y,NA,NA,10,2008,WD,Normal,245000
84,RL,80,8892,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,No,1065,GasA,Gd,Y,SBrkr,1,1,3,1,TA,6,Detchd,1974,Unf,2,461,TA,TA,Y,NA,NA,7,2007,COD,Normal,126500
85,RL,NA,8530,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,Gd,TA,No,384,GasA,Gd,Y,SBrkr,2,1,3,1,TA,7,BuiltIn,1995,Fin,2,400,TA,TA,Y,NA,Shed,5,2009,WD,Normal,168500
86,RL,121,16059,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,Gd,TA,CBlock,Gd,TA,No,1288,GasA,Ex,Y,SBrkr,2,1,4,1,Gd,9,Attchd,1991,Unf,2,462,TA,TA,Y,NA,NA,4,2006,WD,Normal,260000
87,RL,122,11911,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Av,684,GasA,Ex,Y,SBrkr,2,1,3,1,Gd,6,BuiltIn,2005,Fin,2,400,TA,TA,Y,NA,NA,3,2009,WD,Normal,174000
88,FV,40,3951,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Av,612,GasA,Ex,Y,SBrkr,2,1,2,1,Gd,4,Detchd,2009,RFn,2,528,TA,TA,Y,NA,NA,6,2009,New,Partial,164500
89,C (all),105,8470,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,2,1915,1982,Hip,CompShg,Plywood,Plywood,Fa,Fa,CBlock,TA,Fa,No,1013,GasA,TA,N,SBrkr,1,0,2,1,Fa,6,NA,NA,NA,0,0,NA,NA,N,MnPrv,NA,10,2009,ConLD,Abnorml,85000
90,RL,60,8070,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,No,990,GasA,Ex,Y,SBrkr,1,0,3,1,TA,5,NA,NA,NA,0,0,NA,NA,Y,NA,NA,8,2007,WD,Normal,123600
91,RL,60,7200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,TA,TA,Slab,NA,NA,NA,0,GasA,TA,Y,FuseA,1,0,2,1,TA,4,Detchd,1950,Unf,2,420,TA,TA,Y,NA,NA,7,2006,WD,Normal,109900
92,RL,85,8500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,3,1961,1961,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,No,1235,GasA,TA,Y,SBrkr,1,0,2,1,TA,6,Attchd,1961,Unf,2,480,TA,TA,Y,GdWo,NA,12,2006,WD,Abnorml,98600
93,RL,80,13360,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,TA,Gd,BrkTil,Gd,TA,No,876,GasA,Ex,Y,SBrkr,1,0,2,1,TA,5,Detchd,1921,Unf,2,432,TA,TA,Y,NA,NA,8,2009,WD,Normal,163500
94,C (all),60,7200,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,1910,1998,Hip,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,TA,Fa,Mn,1214,GasW,Ex,N,SBrkr,2,0,4,2,TA,9,Detchd,1900,Unf,2,506,TA,TA,Y,NA,NA,11,2007,WD,Normal,133900
95,RL,69,9337,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,TA,Gd,PConc,Gd,TA,No,824,GasA,Ex,Y,SBrkr,2,1,3,1,Gd,7,Attchd,1997,RFn,2,684,TA,TA,Y,NA,NA,5,2007,WD,Normal,204750
96,RL,NA,9765,Pave,NA,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,1993,1993,Gable,CompShg,VinylSd,VinylSd,Ex,Gd,PConc,Gd,Gd,No,680,GasA,Gd,Y,SBrkr,2,1,3,1,TA,6,BuiltIn,1993,Fin,2,420,TA,TA,Y,NA,Shed,4,2009,WD,Normal,185000
97,RL,78,10264,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Av,1588,GasA,Ex,Y,SBrkr,2,0,3,1,Gd,6,Attchd,1999,RFn,2,472,TA,TA,Y,NA,NA,8,2006,WD,Normal,214000
98,RL,73,10921,Pave,NA,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,No,960,GasA,TA,Y,FuseF,1,0,3,1,TA,6,Attchd,1965,Fin,1,432,TA,TA,P,NA,NA,5,2007,WD,Normal,94750
99,RL,85,10625,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,TA,TA,No,458,GasA,Fa,N,SBrkr,1,0,2,1,TA,5,Basment,1920,Unf,1,366,Fa,TA,Y,NA,Shed,5,2010,COD,Abnorml,83000
100,RL,77,9320,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1959,1959,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,TA,TA,No,950,GasA,Fa,Y,SBrkr,1,1,3,1,TA,6,NA,NA,NA,0,0,NA,NA,Y,NA,Shed,1,2010,WD,Normal,128950
101,RL,NA,10603,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,1977,2001,Gable,CompShg,Plywood,Plywood,TA,TA,PConc,TA,TA,Mn,1610,GasA,Gd,Y,SBrkr,2,0,3,1,Gd,6,Attchd,1977,RFn,2,480,TA,TA,Y,NA,NA,2,2010,WD,Normal,205000
102,RL,77,9206,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,Gd,TA,CBlock,Gd,TA,No,741,GasA,TA,Y,SBrkr,2,1,3,1,Gd,7,Attchd,1985,Fin,2,476,TA,TA,Y,NA,NA,6,2010,WD,Normal,178000
103,RL,64,7018,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,TA,Fa,Slab,NA,NA,NA,0,GasA,TA,Y,SBrkr,2,0,4,2,TA,8,Attchd,1979,Unf,2,410,TA,TA,Y,NA,NA,6,2009,WD,Alloca,118964
104,RL,94,10402,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,No,1226,GasA,Ex,Y,SBrkr,2,0,3,1,Gd,6,Attchd,2009,RFn,3,740,TA,TA,Y,NA,NA,5,2010,WD,Normal,198900
105,RM,NA,7758,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,1931,1950,Gable,CompShg,Stucco,Stucco,TA,Fa,PConc,TA,TA,No,1040,GasA,Ex,Y,FuseF,1,1,4,1,TA,7,Detchd,1951,Unf,1,240,TA,TA,Y,NA,NA,6,2007,WD,Normal,169500
106,FV,75,9375,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,No,1053,GasA,Ex,Y,SBrkr,2,1,3,1,Gd,9,Attchd,2003,RFn,2,648,TA,TA,Y,NA,NA,8,2008,WD,Normal,250000
107,RM,60,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,7,1885,1995,Mansard,CompShg,VinylSd,VinylSd,TA,TA,BrkTil,Fa,TA,No,641,GasA,Gd,Y,SBrkr,1,0,2,1,TA,6,Detchd,1954,Unf,1,273,Fa,Fa,N,NA,Shed,8,2007,WD,Normal,100000
108,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,TA,TA,No,789,GasA,Ex,Y,SBrkr,1,0,2,1,TA,5,Detchd,1948,Unf,1,250,TA,TA,Y,NA,NA,4,2008,WD,Partial,115000
109,RM,85,8500,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,7,1919,2005,Gable,CompShg,CemntBd,CmentBd,TA,TA,CBlock,TA,TA,No,793,GasW,TA,N,FuseF,2,0,3,1,Fa,7,NA,NA,NA,0,0,NA,NA,N,NA,NA,8,2007,WD,Normal,115000
110,RL,105,11751,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,1977,1977,Hip,CompShg,Plywood,Plywood,TA,TA,CBlock,Gd,TA,No,1844,GasA,Ex,Y,SBrkr,2,0,3,1,TA,7,Attchd,1977,RFn,2,546,TA,TA,Y,MnPrv,NA,1,2010,COD,Normal,190000
111,RL,75,9525,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,1954,1972,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,Fa,No,994,GasA,Gd,Y,SBrkr,2,0,4,1,TA,7,Attchd,1954,Unf,1,325,TA,TA,Y,NA,NA,10,2006,WD,Normal,136900
112,RL,NA,7750,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,No,384,GasA,Ex,Y,SBrkr,2,1,3,1,TA,7,BuiltIn,2000,Fin,2,400,TA,TA,Y,NA,NA,4,2010,WD,Normal,180000
113,RL,77,9965,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,Av,1264,GasA,Ex,Y,SBrkr,2,1,4,1,Ex,10,BuiltIn,2007,Fin,3,792,TA,TA,Y,NA,NA,10,2007,New,Partial,383970
114,RL,NA,21000,Pave,NA,Reg,Bnk,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,TA,Gd,CBlock,Gd,TA,Mn,1809,GasA,TA,Y,SBrkr,2,0,3,1,Gd,7,Basment,1953,Unf,2,450,TA,TA,Y,MnPrv,NA,10,2007,COD,Abnorml,217000
115,RL,61,7259,Pave,NA,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,1945,2002,Gambrel,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,No,1028,GasA,Ex,Y,SBrkr,2,1,3,1,Gd,9,Detchd,1945,Unf,1,180,TA,TA,Y,MnPrv,NA,7,2007,WD,Normal,259500
116,FV,34,3230,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,TA,TA,PConc,Gd,TA,No,729,GasA,Gd,Y,SBrkr,2,1,2,1,TA,5,Detchd,1999,Unf,2,440,TA,TA,Y,NA,NA,6,2007,WD,Normal,176000
117,RL,NA,11616,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,No,1092,GasA,TA,Y,SBrkr,1,0,3,1,TA,6,Attchd,1962,Unf,1,288,TA,TA,Y,NA,NA,9,2009,WD,Normal,139000
118,RL,74,8536,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,No,1125,GasA,Gd,Y,SBrkr,1,1,2,1,TA,5,Attchd,2007,Unf,2,430,TA,TA,Y,NA,NA,4,2007,New,Partial,155000
119,RL,90,12376,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,5,1990,1990,Hip,CompShg,Plywood,Plywood,TA,TA,PConc,Gd,TA,Mn,1673,GasA,Gd,Y,SBrkr,3,0,5,1,Gd,11,Attchd,1990,Unf,3,594,TA,TA,Y,NA,NA,5,2010,WD,Normal,320000
120,RL,65,8461,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,728,GasA,Ex,Y,SBrkr,2,1,3,1,Gd,8,Attchd,2005,Fin,2,390,TA,TA,Y,NA,NA,7,2006,New,Partial,163990
121,RL,NA,21453,Pave,NA,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,SLvl,5,1969,1969,Flat,Metal,Plywood,Plywood,TA,TA,CBlock,TA,TA,Gd,938,GasA,Ex,Y,SBrkr,1,0,1,1,TA,4,Attchd,1969,Unf,2,540,TA,TA,Y,NA,NA,10,2006,WD,Normal,180000
122,RM,50,6060,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,1939,1950,Gable,CompShg,AsbShng,AsbShng,TA,TA,PConc,TA,TA,No,732,GasA,Gd,Y,SBrkr,1,0,3,1,TA,4,Detchd,1979,Unf,1,264,TA,TA,P,MnPrv,NA,6,2007,WD,Normal,100000
123,RL,75,9464,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,1958,1958,Hip,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,TA,TA,No,1080,GasA,Gd,Y,SBrkr,1,0,3,1,TA,5,Attchd,1958,Unf,1,288,TA,TA,Y,NA,NA,6,2008,WD,Normal,136000
124,RL,55,7892,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,5,1993,1993,Gable,CompShg,Plywood,Plywood,Gd,TA,PConc,Gd,TA,No,1199,GasA,Ex,Y,SBrkr,2,0,2,1,Gd,5,Attchd,1993,RFn,2,530,TA,TA,Y,NA,NA,3,2008,WD,Normal,153900
125,RL,48,17043,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,1979,1998,Gable,CompShg,HdBoard,HdBoard,TA,Gd,CBlock,Gd,Fa,No,1362,GasA,TA,Y,SBrkr,2,0,3,1,TA,7,Attchd,1979,Unf,2,435,TA,TA,Y,NA,NA,1,2009,WD,Normal,181000
126,RM,60,6780,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,1.5Fin,8,1935,1982,Gable,CompShg,Wd Sdng,Wd Sdng,TA,Fa,CBlock,TA,TA,Av,520,GasA,Gd,N,SBrkr,1,0,2,1,TA,5,NA,NA,NA,0,0,NA,NA,N,NA,NA,6,2006,WD,Normal,84500
127,RL,NA,4928,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,5,1976,1976,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,Gd,TA,No,1078,GasA,TA,Y,SBrkr,2,0,2,1,TA,5,Attchd,1977,RFn,2,440,TA,TA,Y,NA,NA,2,2007,WD,Normal,128000
128,RM,55,4388,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Unf,7,1930,1950,Gable,CompShg,WdShing,Wd Sdng,TA,Gd,BrkTil,TA,TA,No,672,GasA,Ex,Y,SBrkr,1,0,3,1,TA,5,NA,NA,NA,0,0,NA,NA,N,NA,NA,6,2007,WD,Normal,87000
129,RL,69,7590,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,TA,TA,No,660,GasA,TA,Y,SBrkr,1,1,3,1,TA,6,Attchd,1966,RFn,2,453,TA,TA,Y,NA,NA,7,2006,WD,Normal,155000
130,RL,69,8973,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,1958,1991,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,TA,TA,No,1008,GasA,TA,Y,FuseA,1,1,3,1,Ex,6,2Types,1998,RFn,2,750,TA,TA,Y,MnWw,NA,7,2006,WD,Abnorml,150000
131,RL,88,14200,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,1966,1966,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,No,924,GasA,Ex,Y,SBrkr,2,1,4,1,Gd,8,Attchd,1966,Fin,2,487,TA,TA,Y,GdPrv,NA,5,2006,WD,Normal,226000
132,RL,NA,12224,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,992,GasA,Ex,Y,SBrkr,2,1,3,1,Gd,7,BuiltIn,2000,RFn,2,390,TA,TA,Y,NA,NA,7,2009,WD,Normal,244000
133,RL,75,7388,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1959,2002,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,No,1063,GasA,Gd,Y,SBrkr,1,0,3,1,Gd,7,Detchd,1974,Unf,2,624,TA,TA,Y,NA,NA,7,2007,WD,Normal,150750
134,RL,NA,6853,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,No,1267,GasA,Ex,Y,SBrkr,2,0,2,1,Gd,6,Attchd,2001,Fin,2,471,TA,TA,Y,NA,NA,6,2009,WD,Normal,220000
135,RL,78,10335,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,1968,1993,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,TA,TA,No,1461,GasA,Gd,Y,SBrkr,2,1,3,1,TA,7,Attchd,1968,RFn,2,440,TA,TA,Y,MnPrv,NA,7,2006,WD,Normal,180000
136,RL,80,10400,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,1970,1970,Hip,CompShg,Plywood,Plywood,TA,TA,PConc,TA,TA,No,1304,GasA,Gd,Y,SBrkr,2,0,3,1,TA,7,Attchd,1970,Unf,2,530,TA,TA,Y,MnPrv,NA,5,2008,WD,Normal,174000
137,RL,NA,10355,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,No,1214,GasA,TA,Y,SBrkr,2,0,3,1,TA,5,Attchd,1967,RFn,1,318,TA,TA,Y,NA,NA,7,2007,WD,Normal,143000
138,RL,82,11070,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,5,1988,1989,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,TA,TA,No,1907,GasA,Gd,Y,SBrkr,3,0,5,2,TA,9,2Types,1989,Unf,3,766,TA,TA,Y,NA,NA,7,2006,WD,Family,171000
139,RL,73,9066,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Mn,1004,GasA,Ex,Y,SBrkr,2,1,3,1,Gd,7,Attchd,1999,Fin,3,660,TA,TA,Y,GdPrv,NA,12,2008,WD,Normal,230000
